"CoordinateOperationCode","CRSCode","DatumCode","DatumName","EllipsoidCode","EllipsoidName","dx","dy","dz","InverseFlattening","SemimajorAxisInM","OperationAccuracyInM"
crs_1837,4257,6257,"Makassar","7004","Bessel 1841","-587.8","519.75","145.76","299.1528128","6377397.155","999"
crs_1838,4613,6613,"Gunung Segara","7004","Bessel 1841","-404.78","685.68","45.47","299.1528128","6377397.155","1"
crs_1842,4617,6140,"NAD83 Canadian Spatial Reference System","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_1853,4230,6230,"European Datum 1950","7022","International 1924","-82.31","-95.23","-114.96","297","6378388","5"
crs_1854,4132,6132,"Final Datum 1958","7012","Clarke 1880 (RGS)","-239.1","-170.02","397.5","293.465","6378249.145","0.5"
crs_1855,4132,6132,"Final Datum 1958","7012","Clarke 1880 (RGS)","-244.72","-162.773","400.75","293.465","6378249.145","0.5"
crs_1856,4154,6154,"European Datum 1950(1977)","7022","International 1924","-122.89","-159.08","-168.74","297","6378388","0.5"
crs_1857,4154,6154,"European Datum 1950(1977)","7022","International 1924","-84.78","-107.55","-137.25","297","6378388","0.5"
crs_1858,4154,6154,"European Datum 1950(1977)","7022","International 1924","-123.92","-155.515","-157.721","297","6378388","0.5"
crs_1859,4159,6159,"European Libyan Datum 1979","7022","International 1924","-69.06","-90.71","-142.56","297","6378388","20"
crs_1860,4159,6159,"European Libyan Datum 1979","7022","International 1924","-113.997","-97.076","-152.312","297","6378388","0.5"
crs_1861,4159,6159,"European Libyan Datum 1979","7022","International 1924","-114.5","-96.1","-151.9","297","6378388","2"
crs_1864,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-57","1","-41","298.25","6378160","19"
crs_1865,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-62","-1","-37","298.25","6378160","9"
crs_1866,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-61","2","-48","298.25","6378160","26"
crs_1867,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-60","-2","-41","298.25","6378160","8"
crs_1868,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-75","-1","-44","298.25","6378160","21"
crs_1869,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-44","6","-36","298.25","6378160","10"
crs_1870,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-48","3","-44","298.25","6378160","6"
crs_1871,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-47","26","-42","298.25","6378160","44"
crs_1872,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-53","3","-47","298.25","6378160","12"
crs_1873,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-61","2","-33","298.25","6378160","26"
crs_1874,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-58","0","-44","298.25","6378160","9"
crs_1875,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-45","12","-33","298.25","6378160","44"
crs_1876,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-45","8","-33","298.25","6378160","8"
crs_1877,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-66.87","4.37","-38.52","298.25","6378160","5"
crs_1879,4619,6619,"SWEREF99","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_1880,4620,6620,"Point 58","7012","Clarke 1880 (RGS)","-106","-129","165","293.465","6378249.145","44"
crs_1885,4184,6184,"Azores Oriental Islands 1940","7022","International 1924","-203","141","53","297","6378388","44"
crs_1886,4183,6183,"Azores Central Islands 1948","7022","International 1924","-104","167","-38","297","6378388","6"
crs_1887,4182,6182,"Azores Occidental Islands 1939","7022","International 1924","-425","-169","81","297","6378388","35"
crs_1888,4615,6615,"Porto Santo 1936","7022","International 1924","-499","-249","314","297","6378388","44"
crs_1890,4176,6176,"Australian Antarctic Datum 1998","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_1892,4254,6254,"Hito XVIII 1963","7022","International 1924","16","196","93","297","6378388","44"
crs_1893,4139,6139,"Puerto Rico","7008","Clarke 1866","11","72","-101","294.978698213898","6378206.4","6"
crs_1897,4613,6613,"Gunung Segara","7004","Bessel 1841","-403","684","41","299.1528128","6377397.155","999"
crs_1898,4613,6613,"Gunung Segara","7004","Bessel 1841","-387.06","636.53","46.29","299.1528128","6377397.155","5"
crs_1899,4613,6613,"Gunung Segara","7004","Bessel 1841","-403.4","681.12","46.56","299.1528128","6377397.155","10"
crs_1903,4621,6621,"Fort Marigot","7022","International 1924","137","248","-430","297","6378388","10"
crs_1904,4622,6622,"Guadeloupe 1948","7022","International 1924","-467","-16","-300","297","6378388","10"
crs_1906,4623,6623,"Centre Spatial Guyanais 1967","7022","International 1924","-186","230","110","297","6378388","10"
crs_1909,4625,6625,"Martinique 1938","7022","International 1924","186","482","151","297","6378388","10"
crs_1912,4627,6627,"Reseau Geodesique de la Reunion 1992","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_1913,4629,6629,"Tahaa 54","7022","International 1924","65","342","77","297","6378388","10"
crs_1914,4630,6630,"IGN72 Nuku Hiva","7022","International 1924","84","274","65","297","6378388","10"
crs_1916,4632,6632,"Combani 1950","7022","International 1924","-382","-59","-262","297","6378388","10"
crs_1917,4633,6633,"IGN56 Lifou","7022","International 1924","336","223","-231","297","6378388","10"
crs_1921,4636,6636,"Petrels 1972","7022","International 1924","365","194","166","297","6378388","10"
crs_1922,4637,6637,"Pointe Geologie Perroud 1950","7022","International 1924","325","154","172","297","6378388","10"
crs_1923,4638,6638,"Saint Pierre et Miquelon 1950","7008","Clarke 1866","30","430","368","294.978698213898","6378206.4","10"
crs_1924,4628,6628,"Tahiti 52","7022","International 1924","162","117","154","297","6378388","10"
crs_1951,4658,6658,"Hjorsey 1955","7022","International 1924","-73","46","-86","297","6378388","7"
crs_1952,4659,6659,"Islands Net 1993","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_1956,4300,6300,"Geodetic Datum of 1965","7002","Airy Modified 1849","506","-122","611","299.3249646","6377340.189","6"
crs_1958,4661,6661,"Latvia 1992","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_1959,4607,6607,"St. Vincent 1945","7012","Clarke 1880 (RGS)","195.671","332.517","274.607","293.465","6378249.145","1"
crs_1962,4662,6634,"IGN72 Grande Terre","7022","International 1924","-13","-348","292","297","6378388","10"
crs_1965,4616,6616,"Selvagem Grande","7022","International 1924","-289","-124","60","297","6378388","44"
crs_1966,4663,6663,"Porto Santo 1995","7022","International 1924","-502.862","-247.438","312.724","297","6378388","5"
crs_1968,4664,6664,"Azores Oriental Islands 1995","7022","International 1924","-204.633","140.216","55.199","297","6378388","5"
crs_1970,4664,6664,"Azores Oriental Islands 1995","7022","International 1924","-204.619","140.176","55.226","297","6378388","5"
crs_1972,4665,6665,"Azores Central Islands 1995","7022","International 1924","-106.301","166.27","-37.916","297","6378388","5"
crs_1974,4665,6665,"Azores Central Islands 1995","7022","International 1924","-106.248","166.244","-37.845","297","6378388","5"
crs_1976,4665,6665,"Azores Central Islands 1995","7022","International 1924","-106.044","166.655","-37.876","297","6378388","5"
crs_1978,4665,6665,"Azores Central Islands 1995","7022","International 1924","-106.253","166.239","-37.854","297","6378388","5"
crs_1980,4665,6665,"Azores Central Islands 1995","7022","International 1924","-106.226","166.366","-37.893","297","6378388","5"
crs_1982,4182,6182,"Azores Occidental Islands 1939","7022","International 1924","-422.651","-172.995","84.02","297","6378388","5"
crs_1983,4274,6274,"Datum 73","7022","International 1924","-223.237","110.193","36.649","297","6378388","5"
crs_1984,4207,6207,"Lisbon 1937","7022","International 1924","-304.046","-60.576","103.64","297","6378388","5"
crs_1985,4230,6230,"European Datum 1950","7022","International 1924","-87.987","-108.639","-121.593","297","6378388","5"
crs_1986,4666,6666,"Lisbon 1890","7004","Bessel 1841","508.088","-191.042","565.223","299.1528128","6377397.155","5"
crs_1993,4667,6667,"Iraq-Kuwait Boundary Datum 1992","7030","WGS 84","0","0","0","298.257223563","6378137","0"
crs_1994,4657,6657,"Reykjavik 1900","7051","Danish 1876","-28","199","5","300","6377019.27","10"
crs_1995,4316,6316,"Dealul Piscului 1930","7022","International 1924","103.25","-100.4","-307.19","297","6378388","10"
crs_3830,3824,1026,"Taiwan Datum 1997","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_3894,3889,1029,"Iraqi Geospatial Reference System","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_3962,3906,1031,"MGI 1901","7004","Bessel 1841","682","-203","480","299.1528128","6377397.155","5"
crs_3965,3906,1031,"MGI 1901","7004","Bessel 1841","695.5","-216.6","491.1","299.1528128","6377397.155","10"
crs_3972,4224,6224,"Chua","7022","International 1924","-143.87","243.37","-33.52","297","6378388","5"
crs_3998,4210,6210,"Arc 1960","7012","Clarke 1880 (RGS)","-153","-5","-292","293.465","6378249.145","35"
crs_4064,4046,1033,"Reseau Geodesique de la RDC 2005","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_4066,4695,6695,"Katanga 1955","7008","Clarke 1866","-103.746","-9.614","-255.95","294.978698213898","6378206.4","1.5"
crs_4077,4075,1034,"Serbian Reference Network 1998","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_4084,4081,1035,"Red Geodesica de Canarias 1995","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_4290,4475,1037,"Cadastre 1997","7022","International 1924","-381.788","-57.501","-256.673","297","6378388","1"
crs_4476,4470,1036,"Reseau Geodesique de Mayotte 2004","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_4477,4463,1038,"Reseau Geodesique de Saint Pierre et Miquelon 2006","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_4560,4558,1047,"Reseau de Reference des Antilles Francaises 1991","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_4832,4483,1042,"Mexico ITRF92","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_4834,4224,6224,"Chua","7022","International 1924","-144.35","242.88","-33.2","297","6378388","5"
crs_4840,4624,6624,"Reseau Geodesique Francais Guyane 1995","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_4905,5013,1041,"Autonomous Regions of Portugal 2008","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5051,4208,6208,"Aratu","7022","International 1924","-157.84","308.54","-146.6","297","6378388","1"
crs_5053,4208,6208,"Aratu","7022","International 1924","-160.31","314.82","-142.25","297","6378388","1"
crs_5055,4208,6208,"Aratu","7022","International 1924","-161.11","310.25","-144.64","297","6378388","1"
crs_5057,4208,6208,"Aratu","7022","International 1924","-160.4","302.29","-144.19","297","6378388","1"
crs_5059,4208,6208,"Aratu","7022","International 1924","-153.54","302.33","-152.37","297","6378388","1"
crs_5061,4208,6208,"Aratu","7022","International 1924","-151.5","300.09","-151.15","297","6378388","1"
crs_5063,4208,6208,"Aratu","7022","International 1924","-156.8","298.41","-147.41","297","6378388","1"
crs_5065,4208,6208,"Aratu","7022","International 1924","-157.4","295.05","-150.19","297","6378388","1"
crs_5067,4208,6208,"Aratu","7022","International 1924","-151.99","287.04","-147.45","297","6378388","1"
crs_5078,4743,6743,"Karbala 1979","7012","Clarke 1880 (RGS)","70.995","-335.916","262.898","293.465","6378249.145","1"
crs_5261,5252,1057,"Turkish National Reference Frame","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5267,5264,1058,"Bhutan National Geodetic Datum","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5327,5324,1060,"Islands Net 2004","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5351,5340,1062,"Posiciones Geodesicas Argentinas 2007","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5374,5354,1063,"Marco Geodesico Nacional de Bolivia","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5375,5360,1064,"SIRGAS-Chile","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5376,5365,1065,"Costa Rica 2005","7030","WGS 84","0","0","0","298.257223563","6378137","1"
crs_5377,5371,1066,"Sistema Geodesico Nacional de Panama MACARIO SOLIS","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5378,5373,1067,"Peru96","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5384,5381,1068,"SIRGAS-ROU98","7030","WGS 84","0","0","0","298.257223563","6378137","1"
crs_5395,5393,1069,"SIRGAS_ES2007.8","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5470,5451,1070,"Ocotepeque 1935","7008","Clarke 1866","213.11","9.37","-74.95","294.978698213898","6378206.4","8"
crs_5501,5489,1073,"Reseau Geodesique des Antilles Francaises 2009","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5521,4646,6646,"Grand Comoros","7022","International 1924","-963","510","-359","297","6378388","999"
crs_5553,5546,1076,"Papua New Guinea Geodetic Datum 1994","7019","GRS 1980","0","0","0","298.257222101","6378137","2"
crs_5585,4023,1032,"MOLDREF99","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5599,5593,1078,"Fehmarnbelt Datum 2010","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_5622,4277,6277,"OSGB 1936","7001","Airy 1830","370.936","-108.938","435.682","299.3249646","6377563.396","3"
crs_5630,4307,6307,"Nord Sahara 1959","7012","Clarke 1880 (RGS)","-168.52","-72.05","304.3","293.465","6378249.145","5"
crs_5840,5561,1077,"Ukraine 2000","7024","Krassowsky 1940","24","-121","-76","298.3","6378245","1"
crs_5841,4202,6202,"Australian Geodetic Datum 1966","7003","Australian National Spheroid","-124","-60","154","298.25","6378160","2"
crs_5882,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-67.35","3.88","-38.22","298.25","6378160","5"
crs_6177,6135,1100,"Cayman Islands Geodetic Datum 2011","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_6192,4225,6225,"Corrego Alegre 1970-72","7022","International 1924","-205.57","168.77","-4.12","297","6378388","5"
crs_6194,4225,6225,"Corrego Alegre 1970-72","7022","International 1924","-206.05","168.28","-3.82","297","6378388","5"
crs_6195,5527,1075,"South American Datum 1969(96)","7050","GRS 1967 Modified","-67.35","3.88","-38.22","298.25","6378160","5"
crs_6196,4263,6263,"Minna","7012","Clarke 1880 (RGS)","-93.179","-87.124","114.338","293.465","6378249.145","5"
crs_6208,6207,1111,"Nepal 1981","7015","Everest 1830 (1937 Adjustment)","293.17","726.18","245.36","300.8017","6377276.345","0.3"
crs_6373,6365,1120,"Mexico ITRF2008","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_6701,5246,1056,"Geocentric Datum Brunei Darussalam 2009","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_6711,6706,1132,"Rete Dinamica Nazionale 2008","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_6872,4143,6143,"Abidjan 1987","7012","Clarke 1880 (RGS)","-123.1","53.2","465.4","293.465","6378249.145","2"
crs_6873,4297,6297,"Tananarive 1925","7022","International 1924","-198.383","-240.517","-107.909","297","6378388","3"
crs_6891,5451,1070,"Ocotepeque 1935","7008","Clarke 1866","205","96","-98","294.978698213898","6378206.4","14"
crs_6895,4752,6752,"Viti Levu 1912","7055","Clarke 1880 (international foot)","98","390","-22","293.46630765563","6378306.3696","5"
crs_6896,4168,6168,"Accra","7029","War Office","-170","33","326","296","6378300","6"
crs_6897,4606,6606,"St. Lucia 1955","7012","Clarke 1880 (RGS)","-153","153","307","293.465","6378249.145","2"
crs_6898,4207,6207,"Lisbon 1937","7022","International 1924","-306","-62","105","297","6378388","43"
crs_6899,4284,6284,"Pulkovo 1942","7024","Krassowsky 1940","22","-126","-85","298.3","6378245","5"
crs_6900,4129,6129,"Observatario","7008","Clarke 1866","-132","-110","-335","294.978698213898","6378206.4","17"
crs_6901,4127,6127,"Tete","7008","Clarke 1866","-80","-100","-228","294.978698213898","6378206.4","17"
crs_6902,4298,6298,"Timbalai 1948","7016","Everest 1830 (1967 Definition)","-679","667","-49","300.8017","6377298.556","6"
crs_6903,4310,6310,"Yoff","7011","Clarke 1880 (IGN)","-30","190","89","293.466021293627","6378249.2","5"
crs_6904,4209,6209,"Arc 1950","7013","Clarke 1880 (Arc)","-179","-81","-314","293.4663077","6378249.145","29"
crs_6905,4202,6202,"Australian Geodetic Datum 1966","7003","Australian National Spheroid","-128","-52","153","298.25","6378160","9"
crs_6906,4209,6209,"Arc 1950","7013","Clarke 1880 (Arc)","-145","-97","-292","293.4663077","6378249.145","17"
crs_6907,4713,6713,"Ayabelle Lighthouse","7012","Clarke 1880 (RGS)","-77","-128","142","293.465","6378249.145","17"
crs_6908,4232,6232,"Fahud","7012","Clarke 1880 (RGS)","-345","3","223","293.465","6378249.145","7"
crs_6909,4658,6658,"Hjorsey 1955","7022","International 1924","-73","47","-83","297","6378388","7"
crs_6910,6881,1135,"Aden 1925","7012","Clarke 1880 (RGS)","-24","-203","268","293.465","6378249.145","999"
crs_6911,6882,1137,"Bekaa Valley 1920","7012","Clarke 1880 (RGS)","-183","-15","273","293.465","6378249.145","999"
crs_6912,6883,1136,"Bioko","7022","International 1924","-235","-110","393","297","6378388","42"
crs_6913,6894,1139,"Gambia","7012","Clarke 1880 (RGS)","-63","176","185","293.465","6378249.145","43"
crs_6914,6892,1138,"South East Island 1943","7012","Clarke 1880 (RGS)","-43.685","-179.785","-267.721","293.465","6378249.145","1"
crs_6943,4202,6202,"Australian Geodetic Datum 1966","7003","Australian National Spheroid","-129","-58","152","298.25","6378160","5"
crs_6944,4202,6202,"Australian Geodetic Datum 1966","7003","Australian National Spheroid","-131.3","-55.3","151.8","298.25","6378160","4"
crs_6945,4202,6202,"Australian Geodetic Datum 1966","7003","Australian National Spheroid","-137.4","-58.9","150.4","298.25","6378160","4"
crs_6971,4248,6248,"Provisional South American Datum 1956","7022","International 1924","-302","272","-360","297","6378388","17"
crs_6972,4248,6248,"Provisional South American Datum 1956","7022","International 1924","-328","340","-329","297","6378388","17"
crs_6973,4248,6248,"Provisional South American Datum 1956","7022","International 1924","-352","403","-287","297","6378388","17"
crs_6974,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-59","-11","-52","298.25","6378160","4"
crs_6975,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-64","0","-32","298.25","6378160","4"
crs_6976,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-72","10","-32","298.25","6378160","7"
crs_6977,4618,6618,"South American Datum 1969","7050","GRS 1967 Modified","-79","13","-14","298.25","6378160","6"
crs_7033,4744,6744,"Nahrwan 1934","7012","Clarke 1880 (RGS)","-242.2","-144.9","370.3","293.465","6378249.145","30"
crs_7442,4307,6307,"Nord Sahara 1959","7012","Clarke 1880 (RGS)","-181.7","64.7","247.2","293.465","6378249.145","100"
crs_7443,7373,1147,"Oman National Geodetic Datum 2014","7019","GRS 1980","0","0","0","298.257222101","6378137","2"
crs_7835,4179,6179,"Pulkovo 1942(58)","7024","Krassowsky 1940","74.5","-112.5","-44.3","298.3","6378245","2"
crs_7892,7886,1174,"St. Helena Geodetic Datum 2015","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_7894,4710,6710,"Astro DOS 71","7022","International 1924","-323.65","551.39","-491.22","297","6378388","1"
crs_7898,7881,1173,"St. Helena Tritan","7030","WGS 84","-0.077","0.079","0.086","298.257223563","6378137","1"
crs_8270,4638,6638,"Saint Pierre et Miquelon 1950","7008","Clarke 1866","11.363","424.148","373.13","294.978698213898","6378206.4","1"
crs_8436,8431,1208,"Macao Geodetic Datum 2008","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_8439,8427,1209,"Hong Kong Geodetic","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_8450,7844,1168,"Geocentric Datum of Australia 2020","7019","GRS 1980","0","0","0","298.257222101","6378137","3"
crs_8452,4280,6280,"Padang 1884","7004","Bessel 1841","-377","681","-50","299.1528128","6377397.155","6"
crs_8822,8818,1218,"MOMRA Terrestrial Reference Frame 2000","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_8886,4757,6757,"SVY21","7030","WGS 84","0","0","0","298.257223563","6378137","1"
crs_8890,7798,1167,"Bulgaria Geodetic System 2005","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_8894,8685,1214,"Serbian Spatial Reference System 2000","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_9144,9140,1251,"Kosovo Reference System 2001","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_10085,4302,6302,"Trinidad 1903","7007","Clarke 1858","-61","285.2","471.6","294.260676369261","6378350.8704","3"
crs_10089,4208,6208,"Aratu","7022","International 1924","-163.466","317.396","-147.538","297","6378388","7"
crs_10090,4208,6208,"Aratu","7022","International 1924","-170","305","-145","297","6378388","7"
crs_10091,4208,6208,"Aratu","7022","International 1924","-162.904","312.531","-137.109","297","6378388","7"
crs_10092,4208,6208,"Aratu","7022","International 1924","-158","309","-151","297","6378388","7"
crs_10093,4208,6208,"Aratu","7022","International 1924","-161","308","-142","297","6378388","15"
crs_15484,4301,6301,"Tokyo","7004","Bessel 1841","-146.414","507.337","680.507","299.1528128","6377397.155","9"
crs_15493,4263,6263,"Minna","7012","Clarke 1880 (RGS)","-94.031","-83.317","116.708","293.465","6378249.145","5"
crs_15494,4145,6145,"Kalianpur 1962","7044","Everest 1830 (1962 Definition)","274.164","677.282","226.704","300.8017255","6377301.243","3"
crs_15496,4179,6179,"Pulkovo 1942(58)","7024","Krassowsky 1940","44.107","-116.147","-54.648","298.3","6378245","10"
crs_15497,4179,6179,"Pulkovo 1942(58)","7024","Krassowsky 1940","28","-121","-77","298.3","6378245","7"
crs_15699,4267,6267,"North American Datum 1927","7008","Clarke 1866","-2","124.7","196","294.978698213898","6378206.4","5"
crs_15701,4145,6145,"Kalianpur 1962","7044","Everest 1830 (1962 Definition)","275.57","676.78","229.6","300.8017255","6377301.243","1"
crs_15702,4145,6145,"Kalianpur 1962","7044","Everest 1830 (1962 Definition)","278.9","684.39","226.05","300.8017255","6377301.243","3"
crs_15703,4145,6145,"Kalianpur 1962","7044","Everest 1830 (1962 Definition)","271.905","669.593","231.495","300.8017255","6377301.243","3"
crs_15706,4263,6263,"Minna","7012","Clarke 1880 (RGS)","-93.6","-83.7","113.8","293.465","6378249.145","7"
crs_15707,4159,6159,"European Libyan Datum 1979","7022","International 1924","-118.996","-111.177","-198.687","297","6378388","10"
crs_15709,4680,6680,"Nouakchott 1965","7012","Clarke 1880 (RGS)","124.5","-63.5","-281","293.465","6378249.145","5"
crs_15710,4208,6208,"Aratu","7022","International 1924","-160","315","-142","297","6378388","5"
crs_15711,4208,6208,"Aratu","7022","International 1924","-158","309","-147","297","6378388","5"
crs_15712,4208,6208,"Aratu","7022","International 1924","-161","310","-145","297","6378388","5"
crs_15713,4684,6684,"Gan 1970","7022","International 1924","-133","-321","50","297","6378388","44"
crs_15738,4686,6686,"Marco Geocentrico Nacional de Referencia","7019","GRS 1980","0","0","0","298.257222101","6378137","1"
crs_15741,4227,6227,"Deir ez Zor","7011","Clarke 1880 (IGN)","-187.5","14.1","237.6","293.466021293627","6378249.2","5"
crs_15742,4227,6227,"Deir ez Zor","7011","Clarke 1880 (IGN)","-190.421","8.532","238.69","293.466021293627","6378249.2","5"
crs_15745,4154,6154,"European Datum 1950(1977)","7022","International 1924","-123.02","-158.95","-168.47","297","6378388","0.2"
crs_15746,4693,6693,"Nakhl-e Ghanem","7030","WGS 84","0","-0.15","0.68","298.257223563","6378137","0.2"
crs_15750,4605,6605,"St. Kitts 1955","7012","Clarke 1880 (RGS)","-7","215","225","293.465","6378249.145","44"
crs_15751,4626,6626,"Reunion 1947","7022","International 1924","94","-948","-1262","297","6378388","44"
crs_15752,4668,6668,"European Datum 1979","7022","International 1924","-86","-98","-119","297","6378388","6"
crs_15754,4208,6208,"Aratu","7022","International 1924","-158","315","-148","297","6378388","10"
crs_15755,4263,6263,"Minna","7012","Clarke 1880 (RGS)","-90.2","-87.32","114.17","293.465","6378249.145","7"
crs_15778,4159,6159,"European Libyan Datum 1979","7022","International 1924","-114.7","-98.5","-150.7","297","6378388","0.5"
crs_15779,4682,6682,"Gulshan 303","7015","Everest 1830 (1937 Adjustment)","283.7","735.9","261.1","300.8017","6377276.345","1"
crs_15783,4641,6641,"IGN53 Mare","7022","International 1924","287","178","-136","297","6378388","5"
crs_15784,4699,6699,"Le Pouce 1934","7012","Clarke 1880 (RGS)","-770.1","158.4","-498.2","293.465","6378249.145","2"
crs_15787,4701,6701,"Institut Geographique du Congo Belge 1955","7012","Clarke 1880 (RGS)","-79.9","-158","-168.9","293.465","6378249.145","5"
crs_15788,4202,6202,"Australian Geodetic Datum 1966","7003","Australian National Spheroid","-127.8","-52.3","152.9","298.25","6378160","5"
crs_15789,4203,6203,"Australian Geodetic Datum 1984","7003","Australian National Spheroid","-128.5","-53","153.4","298.25","6378160","5"
crs_15791,4259,6259,"Malongo 1987","7022","International 1924","-259.99","-5.28","-97.09","297","6378388","10"
crs_15793,4212,6212,"Barbados 1938","7012","Clarke 1880 (RGS)","31.95","300.99","419.19","293.465","6378249.145","3"
crs_15794,4708,6708,"Cocos Islands 1965","7003","Australian National Spheroid","-491","-22","435","298.25","6378160","44"
crs_15795,4707,6707,"Tern Island 1961","7022","International 1924","114","-116","-333","297","6378388","44"
crs_15796,4709,6709,"Iwo Jima 1945","7022","International 1924","145","75","-272","297","6378388","44"
crs_15797,4712,6712,"Ascension Island 1958","7022","International 1924","-205","107","53","297","6378388","44"
crs_15798,4710,6710,"Astro DOS 71","7022","International 1924","-320","550","-494","297","6378388","44"
crs_15799,4711,6711,"Marcus Island 1952","7022","International 1924","124","-234","-25","297","6378388","44"
crs_15800,4713,6713,"Ayabelle Lighthouse","7012","Clarke 1880 (RGS)","-79","-129","145","293.465","6378249.145","44"
crs_15801,4714,6714,"Bellevue","7022","International 1924","-127","-769","472","297","6378388","35"
crs_15802,4715,6715,"Camp Area Astro","7022","International 1924","-104","-129","239","297","6378388","999"
crs_15803,4716,6716,"Phoenix Islands 1966","7022","International 1924","298","-304","-375","297","6378388","26"
crs_15804,4717,6717,"Cape Canaveral","7008","Clarke 1866","-2","151","181","294.978698213898","6378206.4","6"
crs_15805,4718,6718,"Solomon 1968","7022","International 1924","230","-199","-752","297","6378388","44"
crs_15806,4719,6719,"Easter Island 1967","7022","International 1924","211","147","111","297","6378388","44"
crs_15807,4718,6718,"Solomon 1968","7022","International 1924","252","-209","-751","297","6378388","44"
crs_15808,4724,6724,"Diego Garcia 1969","7022","International 1924","208","-435","-229","297","6378388","44"
crs_15809,4725,6725,"Johnston Island 1961","7022","International 1924","189","-79","-202","297","6378388","44"
crs_15810,4735,6735,"Kusaie 1951","7022","International 1924","647","1777","-1124","297","6378388","44"
crs_15811,4601,6601,"Antigua 1943","7012","Clarke 1880 (RGS)","-270","13","62","293.465","6378249.145","44"
crs_15812,4736,6736,"Deception Island","7012","Clarke 1880 (RGS)","260","12","-147","293.465","6378249.145","35"
crs_15813,4722,6722,"South Georgia 1968","7022","International 1924","-794","119","-298","297","6378388","44"
crs_15814,4726,6726,"Sister Islands Geodetic Datum 1961","7008","Clarke 1866","42","124","147","294.978698213898","6378206.4","44"
crs_15815,4728,6728,"Pico de las Nieves 1984","7022","International 1924","-307","-92","127","297","6378388","44"
crs_15816,4734,6734,"Tristan 1968","7022","International 1924","-632","438","-609","297","6378388","44"
crs_15817,4727,6727,"Midway 1961","7022","International 1924","912","-58","1227","297","6378388","44"
crs_15818,4727,6727,"Midway 1961","7022","International 1924","403","-81","277","297","6378388","44"
crs_15819,4729,6729,"Pitcairn 1967","7022","International 1924","185","165","42","297","6378388","44"
